Recorrido,Latitud,Longitud
Ruta Coronado - Las Nubes - Cascajal,-83.959869,9.988915
Ruta Coronado - Las Nubes - Cascajal,-83.959995,9.988757
Ruta Coronado - Las Nubes - Cascajal,-83.96018,9.988552
Ruta Coronado - Las Nubes - Cascajal,-83.960414,9.988301
Ruta Coronado - Las Nubes - Cascajal,-83.960691,9.987998
Ruta Coronado - Las Nubes - Cascajal,-83.960907,9.987713
Ruta Coronado - Las Nubes - Cascajal,-83.960993,9.987582
Ruta Coronado - Las Nubes - Cascajal,-83.96107,9.987403
Ruta Coronado - Las Nubes - Cascajal,-83.961181,9.987125
Ruta Coronado - Las Nubes - Cascajal,-83.961229,9.986943
Ruta Coronado - Las Nubes - Cascajal,-83.961266,9.986687
Ruta Coronado - Las Nubes - Cascajal,-83.961268,9.986675
Ruta Coronado - Las Nubes - Cascajal,-83.961261,9.986194
Ruta Coronado - Las Nubes - Cascajal,-83.961244,9.985948
Ruta Coronado - Las Nubes - Cascajal,-83.96122,9.985723
Ruta Coronado - Las Nubes - Cascajal,-83.961198,9.985603
Ruta Coronado - Las Nubes - Cascajal,-83.961191,9.985467
Ruta Coronado - Las Nubes - Cascajal,-83.961205,9.985347
Ruta Coronado - Las Nubes - Cascajal,-83.961253,9.985201
Ruta Coronado - Las Nubes - Cascajal,-83.961319,9.985079
Ruta Coronado - Las Nubes - Cascajal,-83.961444,9.984917
Ruta Coronado - Las Nubes - Cascajal,-83.96156,9.984804
Ruta Coronado - Las Nubes - Cascajal,-83.961659,9.984728
Ruta Coronado - Las Nubes - Cascajal,-83.961804,9.984663
Ruta Coronado - Las Nubes - Cascajal,-83.961994,9.984599
Ruta Coronado - Las Nubes - Cascajal,-83.962132,9.984591
Ruta Coronado - Las Nubes - Cascajal,-83.96253,9.984548
Ruta Coronado - Las Nubes - Cascajal,-83.962849,9.984526
Ruta Coronado - Las Nubes - Cascajal,-83.963167,9.984502
Ruta Coronado - Las Nubes - Cascajal,-83.963425,9.984493
Ruta Coronado - Las Nubes - Cascajal,-83.963541,9.984464
Ruta Coronado - Las Nubes - Cascajal,-83.963664,9.984428
Ruta Coronado - Las Nubes - Cascajal,-83.963773,9.984368
Ruta Coronado - Las Nubes - Cascajal,-83.963838,9.984318
Ruta Coronado - Las Nubes - Cascajal,-83.963908,9.984232
Ruta Coronado - Las Nubes - Cascajal,-83.963973,9.984101
Ruta Coronado - Las Nubes - Cascajal,-83.964,9.983993
Ruta Coronado - Las Nubes - Cascajal,-83.964002,9.98389
Ruta Coronado - Las Nubes - Cascajal,-83.963976,9.983687
Ruta Coronado - Las Nubes - Cascajal,-83.963973,9.983467
Ruta Coronado - Las Nubes - Cascajal,-83.964007,9.983342
Ruta Coronado - Las Nubes - Cascajal,-83.964072,9.983237
Ruta Coronado - Las Nubes - Cascajal,-83.96413,9.983141
Ruta Coronado - Las Nubes - Cascajal,-83.964224,9.983067
Ruta Coronado - Las Nubes - Cascajal,-83.964306,9.983
Ruta Coronado - Las Nubes - Cascajal,-83.964432,9.982945
Ruta Coronado - Las Nubes - Cascajal,-83.964985,9.982773
Ruta Coronado - Las Nubes - Cascajal,-83.965289,9.982682
Ruta Coronado - Las Nubes - Cascajal,-83.965573,9.982589
Ruta Coronado - Las Nubes - Cascajal,-83.965834,9.982503
Ruta Coronado - Las Nubes - Cascajal,-83.965976,9.982457
Ruta Coronado - Las Nubes - Cascajal,-83.966054,9.982457
Ruta Coronado - Las Nubes - Cascajal,-83.966136,9.98246
Ruta Coronado - Las Nubes - Cascajal,-83.966208,9.982468
Ruta Coronado - Las Nubes - Cascajal,-83.966323,9.982504
Ruta Coronado - Las Nubes - Cascajal,-83.966413,9.982557
Ruta Coronado - Las Nubes - Cascajal,-83.96654,9.982617
Ruta Coronado - Las Nubes - Cascajal,-83.966661,9.982749
Ruta Coronado - Las Nubes - Cascajal,-83.966781,9.982946
Ruta Coronado - Las Nubes - Cascajal,-83.966944,9.98312
Ruta Coronado - Las Nubes - Cascajal,-83.967089,9.983209
Ruta Coronado - Las Nubes - Cascajal,-83.967185,9.983263
Ruta Coronado - Las Nubes - Cascajal,-83.96736,9.983287
Ruta Coronado - Las Nubes - Cascajal,-83.967511,9.983281
Ruta Coronado - Las Nubes - Cascajal,-83.967716,9.98321
Ruta Coronado - Las Nubes - Cascajal,-83.967885,9.983114
Ruta Coronado - Las Nubes - Cascajal,-83.967976,9.982964
Ruta Coronado - Las Nubes - Cascajal,-83.968054,9.982767
Ruta Coronado - Las Nubes - Cascajal,-83.968078,9.982576
Ruta Coronado - Las Nubes - Cascajal,-83.968121,9.982432
Ruta Coronado - Las Nubes - Cascajal,-83.968187,9.982324
Ruta Coronado - Las Nubes - Cascajal,-83.968344,9.982127
Ruta Coronado - Las Nubes - Cascajal,-83.968531,9.981972
Ruta Coronado - Las Nubes - Cascajal,-83.968821,9.98175
Ruta Coronado - Las Nubes - Cascajal,-83.969219,9.981499
Ruta Coronado - Las Nubes - Cascajal,-83.969478,9.981356
Ruta Coronado - Las Nubes - Cascajal,-83.969641,9.981296
Ruta Coronado - Las Nubes - Cascajal,-83.969786,9.981272
Ruta Coronado - Las Nubes - Cascajal,-83.970214,9.981212
Ruta Coronado - Las Nubes - Cascajal,-83.970582,9.98117
Ruta Coronado - Las Nubes - Cascajal,-83.97086,9.98114
Ruta Coronado - Las Nubes - Cascajal,-83.971029,9.98117
Ruta Coronado - Las Nubes - Cascajal,-83.97118,9.981242
Ruta Coronado - Las Nubes - Cascajal,-83.971288,9.981344
Ruta Coronado - Las Nubes - Cascajal,-83.971397,9.981481
Ruta Coronado - Las Nubes - Cascajal,-83.971457,9.981637
Ruta Coronado - Las Nubes - Cascajal,-83.971493,9.98178
Ruta Coronado - Las Nubes - Cascajal,-83.971511,9.982008
Ruta Coronado - Las Nubes - Cascajal,-83.971548,9.982193
Ruta Coronado - Las Nubes - Cascajal,-83.971602,9.982367
Ruta Coronado - Las Nubes - Cascajal,-83.97165,9.982498
Ruta Coronado - Las Nubes - Cascajal,-83.971765,9.982636
Ruta Coronado - Las Nubes - Cascajal,-83.971988,9.982809
Ruta Coronado - Las Nubes - Cascajal,-83.972139,9.982869
Ruta Coronado - Las Nubes - Cascajal,-83.972302,9.982905
Ruta Coronado - Las Nubes - Cascajal,-83.972477,9.982947
Ruta Coronado - Las Nubes - Cascajal,-83.972588,9.982947
Ruta Coronado - Las Nubes - Cascajal,-83.972634,9.982947
Ruta Coronado - Las Nubes - Cascajal,-83.97276,9.982935
Ruta Coronado - Las Nubes - Cascajal,-83.973014,9.982917
Ruta Coronado - Las Nubes - Cascajal,-83.973332,9.982938
Ruta Coronado - Las Nubes - Cascajal,-83.973629,9.982974
Ruta Coronado - Las Nubes - Cascajal,-83.974031,9.983061
Ruta Coronado - Las Nubes - Cascajal,-83.974368,9.983136
Ruta Coronado - Las Nubes - Cascajal,-83.974845,9.983193
Ruta Coronado - Las Nubes - Cascajal,-83.975258,9.983233
Ruta Coronado - Las Nubes - Cascajal,-83.97583,9.983251
Ruta Coronado - Las Nubes - Cascajal,-83.97608,9.983272
Ruta Coronado - Las Nubes - Cascajal,-83.976246,9.983308
Ruta Coronado - Las Nubes - Cascajal,-83.976753,9.983466
Ruta Coronado - Las Nubes - Cascajal,-83.977235,9.983599
Ruta Coronado - Las Nubes - Cascajal,-83.977361,9.983621
Ruta Coronado - Las Nubes - Cascajal,-83.977502,9.983624
Ruta Coronado - Las Nubes - Cascajal,-83.977575,9.98361
Ruta Coronado - Las Nubes - Cascajal,-83.977854,9.983524
Ruta Coronado - Las Nubes - Cascajal,-83.978143,9.983445
Ruta Coronado - Las Nubes - Cascajal,-83.978263,9.983423
Ruta Coronado - Las Nubes - Cascajal,-83.9784,9.983416
Ruta Coronado - Las Nubes - Cascajal,-83.978494,9.983413
Ruta Coronado - Las Nubes - Cascajal,-83.978574,9.983434
Ruta Coronado - Las Nubes - Cascajal,-83.978701,9.983477
Ruta Coronado - Las Nubes - Cascajal,-83.978791,9.983513
Ruta Coronado - Las Nubes - Cascajal,-83.978903,9.983574
Ruta Coronado - Las Nubes - Cascajal,-83.979034,9.983642
Ruta Coronado - Las Nubes - Cascajal,-83.9792,9.983707
Ruta Coronado - Las Nubes - Cascajal,-83.979399,9.983768
Ruta Coronado - Las Nubes - Cascajal,-83.979591,9.983786
Ruta Coronado - Las Nubes - Cascajal,-83.979812,9.983782
Ruta Coronado - Las Nubes - Cascajal,-83.980029,9.983746
Ruta Coronado - Las Nubes - Cascajal,-83.980246,9.983685
Ruta Coronado - Las Nubes - Cascajal,-83.98042,9.983599
Ruta Coronado - Las Nubes - Cascajal,-83.980583,9.983499
Ruta Coronado - Las Nubes - Cascajal,-83.980793,9.983319
Ruta Coronado - Las Nubes - Cascajal,-83.981289,9.982874
Ruta Coronado - Las Nubes - Cascajal,-83.981756,9.982415
Ruta Coronado - Las Nubes - Cascajal,-83.981991,9.982239
Ruta Coronado - Las Nubes - Cascajal,-83.982172,9.982128
Ruta Coronado - Las Nubes - Cascajal,-83.982292,9.982089
Ruta Coronado - Las Nubes - Cascajal,-83.982433,9.982046
Ruta Coronado - Las Nubes - Cascajal,-83.982603,9.981995
Ruta Coronado - Las Nubes - Cascajal,-83.98282,9.981934
Ruta Coronado - Las Nubes - Cascajal,-83.983106,9.981859
Ruta Coronado - Las Nubes - Cascajal,-83.983381,9.981802
Ruta Coronado - Las Nubes - Cascajal,-83.98353,9.981759
Ruta Coronado - Las Nubes - Cascajal,-83.9837,9.981719
Ruta Coronado - Las Nubes - Cascajal,-83.98421,9.981615
Ruta Coronado - Las Nubes - Cascajal,-83.984522,9.981576
Ruta Coronado - Las Nubes - Cascajal,-83.984746,9.981554
Ruta Coronado - Las Nubes - Cascajal,-83.984996,9.981529
Ruta Coronado - Las Nubes - Cascajal,-83.985488,9.981486
Ruta Coronado - Las Nubes - Cascajal,-83.98572,9.981475
Ruta Coronado - Las Nubes - Cascajal,-83.985948,9.981461
Ruta Coronado - Las Nubes - Cascajal,-83.986335,9.981454
Ruta Coronado - Las Nubes - Cascajal,-83.986567,9.981446
Ruta Coronado - Las Nubes - Cascajal,-83.98677,9.981472
Ruta Coronado - Las Nubes - Cascajal,-83.986951,9.981511
Ruta Coronado - Las Nubes - Cascajal,-83.987204,9.981601
Ruta Coronado - Las Nubes - Cascajal,-83.987523,9.981726
Ruta Coronado - Las Nubes - Cascajal,-83.987935,9.981877
Ruta Coronado - Las Nubes - Cascajal,-83.98816,9.981906
Ruta Coronado - Las Nubes - Cascajal,-83.988446,9.981942
Ruta Coronado - Las Nubes - Cascajal,-83.98863,9.981942
Ruta Coronado - Las Nubes - Cascajal,-83.988855,9.981895
Ruta Coronado - Las Nubes - Cascajal,-83.989076,9.981827
Ruta Coronado - Las Nubes - Cascajal,-83.989264,9.98177
Ruta Coronado - Las Nubes - Cascajal,-83.989521,9.981655
Ruta Coronado - Las Nubes - Cascajal,-83.989702,9.98154
Ruta Coronado - Las Nubes - Cascajal,-83.98993,9.98135
Ruta Coronado - Las Nubes - Cascajal,-83.99036,9.980913
Ruta Coronado - Las Nubes - Cascajal,-83.990372,9.980901
Ruta Coronado - Las Nubes - Cascajal,-83.990643,9.980582
Ruta Coronado - Las Nubes - Cascajal,-83.990813,9.980349
Ruta Coronado - Las Nubes - Cascajal,-83.990947,9.98013
Ruta Coronado - Las Nubes - Cascajal,-83.991034,9.98004
Ruta Coronado - Las Nubes - Cascajal,-83.991186,9.979932
Ruta Coronado - Las Nubes - Cascajal,-83.9914,9.97985
Ruta Coronado - Las Nubes - Cascajal,-83.991646,9.979767
Ruta Coronado - Las Nubes - Cascajal,-83.99182,9.979728
Ruta Coronado - Las Nubes - Cascajal,-83.991936,9.97971
Ruta Coronado - Las Nubes - Cascajal,-83.992073,9.979706
Ruta Coronado - Las Nubes - Cascajal,-83.992189,9.979706
Ruta Coronado - Las Nubes - Cascajal,-83.992399,9.979828
Ruta Coronado - Las Nubes - Cascajal,-83.992417,9.979838
Ruta Coronado - Las Nubes - Cascajal,-83.992862,9.980072
Ruta Coronado - Las Nubes - Cascajal,-83.993069,9.980219
Ruta Coronado - Las Nubes - Cascajal,-83.993217,9.980352
Ruta Coronado - Las Nubes - Cascajal,-83.993322,9.980489
Ruta Coronado - Las Nubes - Cascajal,-83.99346,9.980693
Ruta Coronado - Las Nubes - Cascajal,-83.993575,9.980815
Ruta Coronado - Las Nubes - Cascajal,-83.993767,9.980969
Ruta Coronado - Las Nubes - Cascajal,-83.994046,9.981073
Ruta Coronado - Las Nubes - Cascajal,-83.994281,9.981117
Ruta Coronado - Las Nubes - Cascajal,-83.994513,9.981127
Ruta Coronado - Las Nubes - Cascajal,-83.994976,9.981109
Ruta Coronado - Las Nubes - Cascajal,-83.995762,9.981081
Ruta Coronado - Las Nubes - Cascajal,-83.996406,9.981045
Ruta Coronado - Las Nubes - Cascajal,-83.996707,9.981045
Ruta Coronado - Las Nubes - Cascajal,-83.997061,9.98103
Ruta Coronado - Las Nubes - Cascajal,-83.997358,9.981056
Ruta Coronado - Las Nubes - Cascajal,-83.997651,9.981081
Ruta Coronado - Las Nubes - Cascajal,-83.998408,9.98117
Ruta Coronado - Las Nubes - Cascajal,-83.999154,9.981239
Ruta Coronado - Las Nubes - Cascajal,-83.999758,9.981289
Ruta Coronado - Las Nubes - Cascajal,-84.000015,9.9813
Ruta Coronado - Las Nubes - Cascajal,-84.00029,9.981278
Ruta Coronado - Las Nubes - Cascajal,-84.000591,9.981228
Ruta Coronado - Las Nubes - Cascajal,-84.000804,9.981178
Ruta Coronado - Las Nubes - Cascajal,-84.00108,9.981099
Ruta Coronado - Las Nubes - Cascajal,-84.001387,9.98102
Ruta Coronado - Las Nubes - Cascajal,-84.001648,9.980973
Ruta Coronado - Las Nubes - Cascajal,-84.00189,9.980966
Ruta Coronado - Las Nubes - Cascajal,-84.002082,9.980973
Ruta Coronado - Las Nubes - Cascajal,-84.002676,9.981027
Ruta Coronado - Las Nubes - Cascajal,-84.002947,9.981056
Ruta Coronado - Las Nubes - Cascajal,-84.003204,9.981135
Ruta Coronado - Las Nubes - Cascajal,-84.003443,9.981188
Ruta Coronado - Las Nubes - Cascajal,-84.003635,9.981249
Ruta Coronado - Las Nubes - Cascajal,-84.003795,9.981296
Ruta Coronado - Las Nubes - Cascajal,-84.004113,9.981328
Ruta Coronado - Las Nubes - Cascajal,-84.005036,9.981379
Ruta Coronado - Las Nubes - Cascajal,-84.005362,9.981396
Ruta Coronado - Las Nubes - Cascajal,-84.005492,9.981379
Ruta Coronado - Las Nubes - Cascajal,-84.005626,9.981335
Ruta Coronado - Las Nubes - Cascajal,-84.00572,9.981271
Ruta Coronado - Las Nubes - Cascajal,-84.00584,9.98117
Ruta Coronado - Las Nubes - Cascajal,-84.005934,9.981012
Ruta Coronado - Las Nubes - Cascajal,-84.006028,9.980664
Ruta Coronado - Las Nubes - Cascajal,-84.006111,9.980341
Ruta Coronado - Las Nubes - Cascajal,-84.006158,9.980219
Ruta Coronado - Las Nubes - Cascajal,-84.006253,9.980105
Ruta Coronado - Las Nubes - Cascajal,-84.006357,9.979986
Ruta Coronado - Las Nubes - Cascajal,-84.006389,9.979946
Ruta Coronado - Las Nubes - Cascajal,-84.006495,9.97981
Ruta Coronado - Las Nubes - Cascajal,-84.006614,9.979599
Ruta Coronado - Las Nubes - Cascajal,-84.006698,9.979394
Ruta Coronado - Las Nubes - Cascajal,-84.00677,9.979093
Ruta Coronado - Las Nubes - Cascajal,-84.006969,9.978389
Ruta Coronado - Las Nubes - Cascajal,-84.00706,9.977991
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07247,9.940993
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.072468,9.940993
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.075855,9.941245
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.075109,9.940799
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.074834,9.94073
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.074476,9.940691
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.074099,9.940741
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.073506,9.940831
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.072468,9.940993
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.075858,9.941247
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.075855,9.941245
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076853,9.94167
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076913,9.940964
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077117,9.938051
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077185,9.93717
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07722,9.936631
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07724,9.936274
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077536,9.936333
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.078015,9.936416
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077996,9.936585
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077975,9.936754
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077924,9.937328
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077827,9.938333
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077682,9.939732
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077686,9.939861
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077697,9.940023
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077719,9.940184
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077769,9.94031
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077835,9.940479
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077943,9.940658
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07799,9.940819
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077998,9.940956
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077983,9.941164
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077947,9.941325
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077904,9.941429
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077748,9.941638
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077737,9.941648
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077639,9.941717
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077419,9.941788
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077299,9.941832
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077136,9.941939
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.077057,9.94204
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076955,9.94218
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07689,9.942216
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076803,9.942219
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076677,9.942198
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07659,9.942169
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076532,9.942126
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076441,9.942036
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076315,9.941875
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076268,9.941807
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076123,9.941556
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076068,9.941459
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.075985,9.941358
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.075855,9.941245
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.070813,9.94127
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07081,9.94127
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.072468,9.940993
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07081,9.94127
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066195,9.942515
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066047,9.942135
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066021,9.942078
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066014,9.942031
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066021,9.941999
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.06604,9.941988
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067452,9.941754
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067454,9.941754
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07051,9.941282
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.070511,9.941282
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.072657,9.940924
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.074019,9.940716
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.074472,9.940658
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.074815,9.940702
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.075115,9.940771
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.075243,9.940832
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07538,9.940902
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.075509,9.940985
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.075663,9.941082
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07585,9.941198
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.075995,9.941314
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.0761,9.941446
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076285,9.941752
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076374,9.941889
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076499,9.942032
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076627,9.942151
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076686,9.942148
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076766,9.942106
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.076811,9.942032
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07685,9.941666
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.068149,9.941686
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.068146,9.941687
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.07081,9.94127
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.070252,9.941359
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.068146,9.941687
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066199,9.942526
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066195,9.942515
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.065403,9.94683
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.065287,9.946847
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.064968,9.946883
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.064766,9.94684
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.064458,9.946746
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.064411,9.9467
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.064422,9.946649
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.064585,9.946319
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.064805,9.945957
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.064827,9.945874
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.064628,9.945329
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.064505,9.945053
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.064516,9.945024
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.065294,9.944396
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066557,9.943297
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066557,9.943254
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066535,9.943218
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066321,9.942773
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066249,9.942644
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066195,9.942515
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.068146,9.941687
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067269,9.941816
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067269,9.941862
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067277,9.941945
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067349,9.942616
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.06736,9.942677
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067382,9.942828
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067411,9.942871
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067461,9.942885
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067559,9.942849
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067639,9.942824
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067765,9.942774
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.067925,9.942745
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.068482,9.943007
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.069032,9.943193
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.069268,9.943247
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.069275,9.943287
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.069183,9.944672
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.069184,9.944669
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.069183,9.944672
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.06541,9.946829
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.065403,9.94683
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066592,9.948188
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066398,9.947812
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066315,9.947697
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066185,9.947514
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.06608,9.947345
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.066029,9.947155
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.065967,9.946922
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.065935,9.946811
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.065917,9.946771
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.06588,9.946753
Ruta San Jose - Calle Blancos - San Antonio Por San Francisco,-84.065403,9.94683
